都道府県名,測量地域,測量目的,測量種別,縮尺,事業量,計画機関,実施機関,作業期間,付図番号
山口県,山口市,道路台帳,平板,500,2.3KM2,山口市,"三建調査設計,山口建設,葉山土木","56.5.1,57.3.31",
徳島県,,森林計画,撮影,20000,557.0KM2,徳島県農林水産部,東日本航空,"56.5.1,56.7.31",194
徳島県,,河川改修,"撮影,図化","4000,,2500","129.0KM2,8.3KM2",四国地建徳島工事事務所,アジア航測,"57.2.1,57.3.25",1285
徳島県,牟岐町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","4.0KM2,72.3KM2,1.5KM2,2.7KM2",牟岐町,アジア航測,"56.8.19,57.2.28",767
徳島県,"阿南市,日和佐町",ほ場整備,"撮影,図化","8000,,1000","34.3KM2,3.3KM2",徳島県,パシフイック航業,"56.7.20,56.8.31",
徳島県,徳島県,道路台帳,"撮影,図化","8000,,1000","974.8KM2,28.4KM2",徳島県,"アジア航測,国際航業,パシフイック航業","56.8.20,57.3.10",975
徳島県,日和佐町,道路台帳,"撮影,図化","8000,,1000","113.7KM2,7.9KM2",日和佐町,アジア航測,"56.8.1,57.2.28",506
徳島県,三野町,道路台帳,"撮影,図化","8000,,1000","43.3KM2,0.8KM2",三野町,東洋航空事業,"56.8.20,57.3.20",764
徳島県,海南町,道路台帳,"撮影,図化","8000,,1000","373.6KM2,7.7KM2",海南町,国際航業,"56.9.22,57.3.15",973
徳島県,三好町,道路台帳,"撮影,図化","8000,,1000","84.5KM2,11.0KM2",三好町,アジア航測,"57.1.25,58.2.28",1292
徳島県,藍住町,都市計画,"撮影,撮影,図化","8000,,12500,,2500","32.0KM2,32.0KM2,16.8KM2",藍住町,南紀航空,"57.1.17,57.3.30",1295
徳島県,"相生町,穴吹町",地すべり対策,"撮影,図化","12000,,2000","36.4KM2,2.8KM2",徳島県,国際航業,"56.5.26,56.8.10",495
徳島県,鴨島町,都市計画,"撮影,図化","12500,,2500","63.0KM2,33.5KM2",鴨島町,パシフイック航業,"56.11.21,57.3.15",1283
徳島県,三野町,農村総合整備,"撮影,図化","25000,,5000","168.0KM2,54.7KM2",徳島県,東洋航空事業,"56.7.25,56.9.15",505
徳島県,木頭村,ダム計画,"図化,図化修正","2500,,2500","10.2KM2,12.7KM2",四国地建細川内ダム調査事務所,アジア航測,"56.9.30,57.1.20",
徳島県,"山川町,池田町",河川改修,図化,2500,60.0KM2,四国地建徳島工事事務所,アジア航測,"56.12.20,57.3.20",1289
徳島県,相生町,森林計画,写図,5000,112.5KM2,徳島県,大阪写真測量所,"56.9.25,57.3.31",773
香川県,高松市,地籍,基準点,,10point,高知営林局,林野弘済会,"56.5.20,56.11.30",
香川県,高松市,地籍,基準点,,11point,高知営林局,林野弘済会,"56.11.1,57.3.20",
香川県,善通寺市,都市計画,"撮影,図化","4000,,500","8.5KM2,0.6KM2",善通寺市,アジア航測,"56.11.11,57.2.27",
香川県,塩江町,道路台帳,"撮影,図化","4000,,500","73.0KM2,2.8KM2",塩江町,国際航業,"56.6.9,57.3.31",504
香川県,仁尾町,道路台帳及び都市計画,"撮影,図化,図化","7000,,1000,,2500","28.0KM2,1.3KM2,15.8KM2",仁尾町,アジア航測,"56.12.22,57.3.31",1286
香川県,"小豆島町,土庄町,志度町",道路台帳,"撮影,図化","8000,,1000","195.7KM2,7.4KM2",香川県,国際航業,"56.9.14,57.2.28",974
香川県,"綾上町,琴南町",道路台帳,"撮影,図化","8000,,1000","281.7KM2,7.4KM2",香川県,アジア航測,"56.9.14,57.2.28",974
香川県,坂出市,環境保全,"撮影,図化,図化修正","8000,,1000,,1000","8.1KM2,0.6KM2,0.5KM2",香川県,アジア航測,"57.1.19,57.3.10",1288
香川県,志度町,道路台帳,"撮影,図化","8000,,1000","21.0KM2,5.4KM2",志度町,国際航業,"56.6.2,57.3.31",200
香川県,高瀬町,都市計画,"撮影,図化","8000,,2500","72.4KM2,5.5KM2",高瀬町,アジア航測,"56.11.13,57.3.20",1280
香川県,丸亀市,都市計画,"撮影,図化","12500,,2500","131.0KM2,65.0KM2",丸亀市,大阪写真測量所,"56.9.17,57.3.20",772
香川県,綾上町,都市計画,"撮影,図化","12500,,2500","37.5KM2,8.0KM2",綾上町,三洋航測,"56.6.2,56.7.31",204
香川県,内海町,都市計画,"撮影,図化","12500,,2500","63.3KM2,9.2KM2",内海町,アジア航測,"56.7.11,56.11.31",758
香川県,詫間町,都市計画,"撮影,図化","12500,,2500","29.8KM2,14.1KM2",詫間町,アジア航測,"56.11.11,57.1.31",981
香川県,三野町,総合計画,"撮影,図化","12500,,2500","45.4KM2,15.0KM2",三野町,アジア航測,"56.12.26,57.3.25",1287
香川県,仲南町,都市計画,"撮影,図化","12500,,5000","110.0KM2,58.8KM2",仲南町,三洋航測,"56.6.1,56.7.31",203
香川県,高松市,下水道整備,図化,500,0.8KM2,高松市,アジア航測,"56.7.20,56.11.16",
香川県,津田町,道路計画,図化,1000,0.7KM2,四国地建香川工事事務所,アジア航測,"56.11.11,57.1.25",
香川県,香川町,道路台帳,図化,1000,2.8KM2,香川町,アジア航測,"56.8.1,56.12.25",
香川県,長尾町,道路台帳,図化,1000,4.5KM2,長尾町,東洋航空事業,"56.8.10,57.2.20",
香川県,三木町,道路台帳,図化,1000,0.5KM2,三木町,アジア航測,"56.11.10,57.1.30",
香川県,長尾町,都市計画,"図化,図化,図化","2500,,5000,,10000","20.0KM2,25.9KM2,45.9KM2",長尾町,東洋航空事業,"56.10.28,57.2.20",982
愛媛県,松山市,空港整備,基準点,,4point,第三港湾建設局松山港工事事務所,八雲建設コンサルタント,"56.10.1,56.10.31",
愛媛県,,航路整備,基準点,,11point,第三港湾建設局松山港工事事務所,アジア航測,"57.2.15,57.3.20",
愛媛県,松山市,道路台帳,基準点,,7point,松山市,パシフイック航業,"56.7.20,57.3.20",
愛媛県,,森林計画,撮影,16000,861.0KM2,愛媛県農林水産部,大阪写真測量所,"56.8.10,56.12.30",760
愛媛県,松山市,都市計画,"撮影,図化","4000,,500","25.6KM2,14.7KM2",松山市,パシフイック航業,"56.5.1,57.1.25",193
愛媛県,吉田町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","8.6KM2,45.0KM2,1.1KM2,19.0KM2",吉田町,第一航業,"56.7.1,57.12.20",500
愛媛県,八幡浜市,道路台帳,"撮影,図化","8000,,1000","868.3KM2,30.9KM2",愛媛県,"アジア航測,パシフイック航業","56.5.22,57.3.15",497
愛媛県,三間町,ほ場整備,"撮影,図化","8000,,1000","5.5KM2,1.1KM2",愛媛県,三和航測,"56.11.15,57.1.15",
愛媛県,川之江市,道路台帳,"撮影,図化","8000,,1000","68.9KM2,7.7KM2",川之江市,三和航測,"57.2.7,57.12.25",
愛媛県,三瓶町,道路台帳,"撮影,図化","8000,,1000","41.7KM2,3.1KM2",三瓶町,第一航業,"56.5.15,56.9.30",202
愛媛県,新宮村,道路台帳,"撮影,図化","8000,,1000","78.3KM2,6.9KM2",新宮村,三和航測,"56.10.25,58.3.20",776
愛媛県,三瓶町,都市計画,"撮影,図化","20000,,5000","20.5KM2,34.1KM2",三崎町,アジア航測,"57.1.25,57.3.30",1291
愛媛県,,電源開発,"撮影,図化","20000,,5000","558.9KM2,76.9KM2",(財)新エネルギー財団水力本部,国際航業,"56.10.13,57.3.10",
愛媛県,大三島町,農村総合整備,"撮影,図化","25000,,5000","173.2KM2,42.7KM2",大三島町,三和航測,"56.6.4,56.7.30",
愛媛県,今治市,道路台帳,図化,500,8.2KM2,今治市,パシフイック航業,"56.10.10,57.3.20",
愛媛県,新居浜市,道路台帳,図化,1000,4.7KM2,新居浜市,パシフイック航業,"56.10.26,57.3.25",
愛媛県,波方町,道路台帳,図化,1000,1.2KM2,波方町,アジア航測,"56.11.1,57.3.31",
高知県,高知市,地盤沈下,水準,,44.0km,高知市,八州,"56.12.15,57.2.28",980
高知県,高知市,固定資算評価資料,撮影,4000,91.7KM2,高知市,国際航業,"56.7.13,56.10.31",757
高知県,高知市,農地計画,"撮影,図化","4000,,500","1.4KM2,0.2KM2",高知市,パシフイック航業,"56.5.6,56.6.30",
高知県,高知市,道路台帳及び下水道台帳,"撮影,図化","4000,,500","28.0KM2,6.7KM2",高知市,国際航業,"56.5.13,57.2.27",201
高知県,大豊町,砂防計画,"撮影,図化","8000,,1000","5.5KM2,1.3KM2",四国地建吉野川砂防工事事務所,アジア航測,"56.5.20,56.7.31",
高知県,"南国市,土佐山田町,伊野町",道路台帳,"撮影,図化","8000,,1000","215.3KM2,6.7KM2",高知県,パシフイック航業,"56.7.10,57.1.11",768
高知県,野市町,道路台帳,"撮影,図化","8000,,1000","126.4KM2,2.3KM2",野市町,国際航業,"56.6.25,57.3.20",759
高知県,田野町,道路台帳及び総合計画,"撮影,図化,図化","8000,,1000,,2500","17.0KM2,3.4KM2,6.7KM2",田野町,国際航業,"56.8.10,57.3.31",766
高知県,葉山村,道路台帳,"撮影,図化","8000,,1000","66.8KM2,3.9KM2",葉山村,東洋航空事業,"56.5.19,57.3.10",198
高知県,室戸市,道路計画,図化,1000,0.2KM2,四国地建土佐国道工事事務所,アジア航測,"56.10.7,56.11.20",
高知県,須崎市,道路計画,図化,1000,1.0KM2,四国地建土佐国道工事事務所,国際航業,"57.2.8,57.3.25",
高知県,宿毛市,治山事業,図化,1000,0.9KM2,高知県幡多事務所,パシフイック航業,"56.6.22,56.8.11",
高知県,宿毛市,道路台帳,図化,1000,0.6KM2,宿毛市,国際航業,"56.5.30,56.7.31",
高知県,佐川町,道路台帳,図化,1000,3.1KM2,佐川町,"国際航業,日本振興共同企業体","56.8.11,57.2.27",
高知県,大方町,ほ場整備,図化,1000,2.5KM2,大方町,アジア航測,"56.10.12,57.1.16",
高知県,東洋町,道路台帳,図化,1000,1.7KM2,東洋町,アジア航測,"57.1.25,58.3.31",
高知県,室戸市,治山事業,図化,2000,11.4KM2,高知県,東洋航空事業,"56.7.29,56.10.26",
高知県,中村市,河川改修,図化,2500,16.4KM2,四国地建中村工事事務所,国際航業,"56.8.5,57.1.30",
高知県,安芸市,森林計画,写図,5000,200.0KM2,高知県,東日本航空,"56.9.20,57.2.28",769
福岡県,太宰府町,道路台帳,撮影,4000,29.5KM2,太宰府町,東洋航空事業,"56.12.15,57.2.10",1165
福岡県,志摩町,展示用パネル作成,撮影,15000,80.0KM2,志摩町,富士測量,"56.10.27,56.11.30",1005
福岡県,中間市,道路台帳,"撮影,図化","4000,,500","365.9KM2,32.1KM2",福岡県,国際航業外4社,"56.6.26,56.9.23",319
福岡県,福岡市,都市計画,"撮影,図化","4000,,500","10.2KM2,1.0KM2",福岡市,パシフイック航業,"56.10.22,57.2.6",
福岡県,福岡市,都市計画,"撮影,図化","4000,,500","2.7KM2,0.2KM2",福岡市,日本航業,"56.10.20,56.12.28",
福岡県,福岡市,道路台帳,"撮影,図化","4000,,500","32.1KM2,7.6KM2",福岡市,国際航業,"56.12.9,57.3.25",
福岡県,中間市,道路計画,"撮影,図化","4000,,500","4.0KM2,0.4KM2",中間市,パシフイック航業,"56.4.24,56.5.30",
福岡県,中間市,道路台帳,"撮影,図化","4000,,500","24.4KM2,15.8KM2",中間市,国際航業,"56.6.10,56.12.21",314
福岡県,春日市,下水道台帳,"撮影,図化","4000,,500","2.8KM2,1.7KM2",春日市,国際航業,"57.2.15,57.3.30",
福岡県,新宮町,道路台帳,"撮影,図化","4000,,500","20.0KM2,4.0KM2",新宮町,大成測量設計,"56.7.6,57.6.20",455
福岡県,福岡県,地域計画,"撮影,撮影,図化,図化","4000,,12500,,500,,2500","4.1KM2,1061.0KM2,1.5KM2,860.0KM2",石炭鉱害事業団九州支部,"国際航業,アジア航測,パシフイック航業,アジア建設コンサルタント","56.5.7,58.3.31",139
福岡県,直方市,駅構内平面図作成,"撮影,図化","4000,,500","4.6KM2,0.6KM2",門司鉄道管理局,アジア航測,"57.2.1,57.3.30",1253
福岡県,瀬高町,ほ場整備,"撮影,図化","6000,,1000","9.0KM2,5.2KM2",瀬高町,大成測量設計,"56.6.15,56.8.17",
福岡県,小郡市,ほ場整備,"撮影,図化","7000,,1000","5.2KM2,1.9KM2",小郡市,大成測量設計,"56.12.7,57.1.5",
福岡県,田川市,工業団地平面図作成,"撮影,図化","7000,,1000","2.6KM2,1.7KM2",地域振興整備公団九州支部,国際航業,"56.4.1,56.6.27",
福岡県,夜須町,国立少年自然の家建設,"撮影,図化","8000,,1000","3.8KM2,1.5KM2",福岡県,国際航業,"56.10.27,56.1.9",
福岡県,,ダム計画,"撮影,撮影,図化,図化","8000,,12500,,1000,,2500","5.5KM2,20.0KM2,0.9KM2,5.2KM2",福岡県,パシフイック航業,"56.11.17,57.2.27",
福岡県,福岡市,ほ場整備,"撮影,図化","8000,,1000","31.6KM2,1.7KM2",福岡市,アジア建設コンサルタント,"56.10.21,56.12.23",880
福岡県,宝珠山村,道路台帳,"撮影,図化","8000,,1000","16.0KM2,1.2KM2",宝珠山村,アジア建設コンサルタント,"56.7.15,56.12.25",
福岡県,矢部村,道路台帳,"撮影,図化","8000,,1000","90.0KM2,8.0KM2",矢部村,大成測量設計,"56.9.30,57.3.31",
福岡県,福岡市,現況図作成,"撮影,図化","10000,,2000","54.0KM2,8.0KM2",福岡市,アジア航測,"56.3.18,56.5.15",23
福岡県,福岡市,総合計画,"撮影,図化","12500,,2500","83.8KM2,56.8KM2",福岡市,東洋航空事業,"56.10.31,57.3.30",893
福岡県,那珂川町,都市計画,"撮影,撮影,図化,図化","12500,,30000,,2500,,10000","50.8KM2,110.7KM2,24.0KM2,74.2KM2",那珂川町,国際航業,"56.3.27,56.6.30",24
福岡県,福岡市,道路台帳,図化,500,0.5KM2,福岡県福岡土木事務所,アジア航測,"56.3.1,56.4.15",
福岡県,飯塚市,道路台帳,図化,500,7.0KM2,飯塚市,パシフイック航業,"56.6.25,57.2.27",
福岡県,大川市,道路台帳,図化,500,13.7KM2,大川市,大成測量設計,"56.6.30,56.10.7",
福岡県,久留米市,道路台帳,図化,500,1.7KM2,久留米市,大成測量設計,"56.9.22,57.1.11",
福岡県,大川市,ほ場整備,図化,1000,5.1KM2,大川市,大成測量設計,"57.7.15,56.12.12",
福岡県,飯塚市,道路台帳,図化,1000,1.9KM2,飯塚市,日本航測,"56.8.15,56.12.5",
福岡県,立花町,道路台帳,図化,1000,21.2KM2,立花町,東洋航空事業,"56.2.28,57.10.31",17
福岡県,上陽町,道路台帳,図化,1000,8.7KM2,上陽町,大成測量設計,"56.7.20,57.9.30",
福岡県,黒木町,道路台帳,図化,1000,24.2KM2,黒木町,大成測量設計,"56.11.10,57.7.31",
福岡県,星野村,道路台帳,図化,1000,7.3KM2,星野村,大成測量設計,"56.12.10,57.7.31",1162
福岡県,"芦屋町,水巻町,中間市,直方市,北九州市,小竹町",河川改修,図化,2500,53.0KM2,九州地建遠賀川工事事務所,福岡航測,"56.11.1,57.3.25",
福岡県,北九州市,都市計画,図化,2500,152.2KM2,北九州市,パシフイック航業,"56.10.22,57.3.30",881
福岡県,甘木市,都市計画,図化,2500,153.8KM2,甘木市,大成測量設計,"56.10.22,57.7.1",886
福岡県,若宮町,団地造成,平板,500,0.8KM2,地域振興整備公団九州支部,日鉄鉱コンサルタント,"56.4.15,56.11.10",
福岡県,久留米市,都市計画,平板,500,0.3KM2,久留米市,平和測量,"56.10.26,57.2.26",
福岡県,大刀洗町,道路台帳,平板,500,9.9KM2,大刀洗町,国土建設測量,"56.6.10,57.3.31",143
佐賀県,,地盤沈下,水準,,260.0km,佐賀県,国際測量,"56.12.3,57.3.31",1157
佐賀県,山内町,道路台帳,"撮影,図化","4000,,500","39.4KM2,3.2KM2",山内町,大成測量設計,"56.4.2,57.2.28",96
佐賀県,三田川町,道路台帳,"撮影,図化","4000,,500","19.4KM2,2.0KM2",三田川町,アジア航測,"56.9.10,57.3.20",744
佐賀県,中原町,道路台帳,"撮影,図化","4000,,500","21.0KM2,1.3KM2",中原町,大成測量設計,"56.9.8,57.3.10",751
佐賀県,北波多村,道路台帳,"撮影,撮影,図化,図化","4000,,30000,,500,,1000","38.0KM2,76.0KM2,2.6KM2,26.3KM2",北波多村,アジア航測,"56.10.16,57.3.31",878
佐賀県,上峰村,道路台帳,"撮影,図化","4000,,500","16.6KM2,2.1KM2",上峰村,国際航業,"56.10.26,57.3.20",889
佐賀県,川副町,空港建設,"撮影,図化","8000,,1000","8.2KM2,4.2KM2",佐賀県,パシフイック航業,"56.6.8,56.8.31",309
佐賀県,鹿島市,道路台帳,"撮影,図化","8000,,1000","109.0KM2,14.9KM2",鹿島市,パシフイック航業,"56.3.10,57.11.30",19
佐賀県,相知町,道路台帳,"撮影,図化","8000,,1000","24.3KM2,2.8KM2",相知町,東洋航空事業,"56.5.1,57.3.31",141
佐賀県,牛津町,都市計画,"撮影,図化","12500,,2500","13.0KM2,5.0KM2",牛津町,大成測量設計,"56.12.10,57.2.28",
佐賀県,大町町,町振興計画,"撮影,図化","25000,,5000","28.0KM2,11.5KM2",大町町,大正測量設計,"56.3.16,56.5.31",21
佐賀県,太良町,道路台帳,図化,500,3.7KM2,太良町,日本航業,"56.10.31,57.2.20",
佐賀県,,河川改修,図化,2500,7.6KM2,九州地建武雄工事事務所,東日本航空,"56.9.14,56.10.21",
佐賀県,,河川改修,図化,2500,26.4KM2,九州地建武雄工事事務所,アジア航測,"56.9.14,57.1.9",748
佐賀県,,河川改修,図化,2500,19.1KM2,九州地建武雄工事事務所,大成測量設計,"56.9.14,56.12.13",749
鹿児島県県境宮崎県,"鹿屋市,出水市,県境小林市",森林計画,基準点,,51point,熊本営林局,"平和測量,東亜測量,東北測量","56.10.20,57.2.20",
熊本県,,地盤沈下,水準,,22.5km,熊本県,東亜建設コンサルタント,"56.12.1,57.1.31",1011
熊本県,熊本市,地盤沈下,水準,,15.5km,熊本市,東亜建設コンサルタント,"56.12.19,57.2.20",1166
熊本県,苓北町,都市計画,撮影,12500,82.5KM2,苓北町,パシフイック航業,"56.4.11,56.5.15",99
熊本県,,河川計画,撮影,20000,320.0KM2,九州地建川辺川工事事務所,東亜測量,"56.5.13,56.6.23",310
熊本県,八代市,道路台帳,"撮影,図化","4000,,500","20.8KM2,1.7KM2",八代市,パシフイック航業,"57.2.2,57.3.25",1335
熊本県,熊本市,清掃工場立地計画,"撮影,図化","8000,,1000","4.2KM2,0.8KM2",熊本市,パシフイック航業,"56.3.10,56.3.31",
熊本県,河浦町,ほ場整備,"撮影,図化","8000,,1000","15.6KM2,2.0KM2",河浦町,大阪写真測量所,"56.6.22,56.8.21",
熊本県,鹿本町,道路台帳,"撮影,図化","8000,,1000","40.0KM2,3.6KM2",鹿本町,"パシフイック航業,大成測量設計","56.9.1,57.3.31",746
熊本県,水上村,ほ場整備,"撮影,図化","8000,,1000","25.7KM2,5.0KM2",水上村,大阪写真測量所,"56.6.22,56.8.21",316
熊本県,栖本町,都市計画,"撮影,図化","10000,,2000","32.7KM2,6.5KM2",栖本町,西南航測,"56.9.22,56.11.30",753
熊本県,,河川改修,"撮影,図化","12500,,2500","228.0KM2,68.8KM2",九州地建熊本工事事務所,福岡航測協同組合,"56.7.21,57.3.10",461
熊本県,熊本市,都市計画,"撮影,図化","12500,,2500","460.6KM2,171.7KM2",熊本市,国際航業,"56.12.15,57.6.30",1163
熊本県,本渡市,都市計画,"撮影,撮影,図化,図化","12500,,30000,,2500,,10000","28.0KM2,56.0KM2,15.2KM2,29.9KM2",本渡市,パシフイック航業,"56.7.5,56.10.31",451
熊本県,益城町,都市計画,"撮影,図化","12500,,2500","118.6KM2,65.6KM2",益城町,国際航業,"56.6.20,57.1.31",318
熊本県,,森林計画,"撮影,図化","16000,,5000","414.0KM2,1420.0KM2",熊本県,中庭測量,"56.4.23,57.1.31",140
熊本県,熊本市,道路台帳,空三,4000,210モデル,熊本市,パシフイック航業,"56.5.29,56.7.31",
熊本県,熊本市,道路台帳,図化,500,22.0KM2,熊本市,東日本航空,"56.9.16,57.2.27",
熊本県,白水村,道路台帳,"図化,平板","1000,,1000","4.0KM2,0.7KM2",白水村,タカラ測量設計,"56.10.20,58.9.30",
長崎県,松浦市,ほ場整備,"撮影,図化","7000,,1000","15.5KM2,2.2KM2",松浦市,パシフイック航業,"56.10.28,57.2.20",
長崎県,長崎市,下水道計画,"撮影,図化","7000,,1000","49.5KM2,11.5KM2",長崎市,東日本航空,"56.11.20,57.3.31",1012
長崎県,"小値賀町,佐世保市",空港建設,"撮影,図化","8000,,1000","1.4KM2,1.1KM2",長崎県,パシフイック航業,"56.9.14,56.10.30",
長崎県,田平町,土地改良,"撮影,図化","8000,,1000","50.0KM2,0.7KM2",長崎県県北振興局,アジア航測,"56.6.1,56.8.5",307
長崎県,西有家町,道路台帳,"撮影,図化","8000,,1000","29.1KM2,10.6KM2",西有家町,東洋航空事業,"56.11.20,57.12.25",1015
長崎県,川棚町,都市計画,"撮影,図化","30000,,10000","105.2KM2,37.3KM2",川棚町,アジア航測,"57.1.25,57.3.20",1249
長崎県,田平町,土地改良,図化,1000,8.0KM2,長崎県県北振興局,アジア航測,"56.10.15,57.3.13",
長崎県,西有家町,都市計画,図化,2500,29.1KM2,西有家町,東洋航空事業,"57.2.18,57.3.25",1340
大分県,臼杵市,下水道平面図作成,"撮影,図化","4000,,500","5.0KM2,0.6KM2",臼杵市,パシフイック航業,"57.1.25,57.3.20",
大分県,杵築市,ほ場整備,"撮影,図化","8000,,1000","34.0KM2,3.2KM2",杵築市,アジア航測,"56.10.1,57.1.6",875
大分県,宇佐市,都市計画及び道路台帳,"撮影,撮影,撮影,図化,図化,図化","8000,,12500,,30000,,1000,,2500,,10000","220.0KM2,136.0KM2,176.0KM2,22.4KM2,95.6KM2,82.1KM2",宇佐市,日本航業,"56.10.31,58.10.31",1003
大分県,日田市,道路台帳,"撮影,図化","8000,,1000","270.8KM2,20.8KM2",日田市,パシフイック航業,"57.1.20,58.6.20",1164
大分県,三重町,ほ場整備,"撮影,図化","8000,,1000","20.3KM2,1.5KM2",三重町,国際航業,"56.8.10,56.10.31",
大分県,中津市,河川改修,図化,1000,8.8KM2,九州地建大分工事事務所,国際航業,"56.2.24,56.3.30",20
大分県,"宇佐市,別府市",道路計画,図化,1000,2.5KM2,九州地建大分工事事務所,パシフイック航業,"56.10.26,57.1.30",
大分県,大野町,長期振興計画,図化,2500,4.4KM2,大野町,アジア航測,"56.2.16,56.3.24",12
大分県,朝地町,都市計画,図化,2500,4.4KM2,朝地町,アジア航測,"56.2.16,56.3.24",13
宮崎県,"宮崎市,清武町",都市計画,基準点,,18point,地域振興整備公団宮崎学園部市開発事務所,九州測量設計,"56.11.20,57.1.31",
宮崎県,"野尻町,高城町",境界測定,基準点,,8point,熊本営林局,自営,"56.8.1,56.11.1",
宮崎県,"佐土原町,宮崎市",地盤沈下,水準,,80.0km,宮崎県,国土開発コンサルタント,"56.11.1,56.1.10",891
宮崎県,延岡市,道路台帳,"撮影,図化","4000,,500","48.0KM2,1.0KM2",延岡市,大成測量設計,"56.5.30,57.3.10",
宮崎県,田野町,道路台帳及び都市計画,"撮影,撮影,図化,図化,図化","4000,,8000,,500,,1000,,2500","14.5KM2,65.3KM2,2.0KM2,7.4KM2,7.7KM2",田野町,アジア航測,"57.1.16,57.11.10",1246
宮崎県,田野町,農地整備,"撮影,図化","7000,,1000","8.7KM2,3.5KM2",宮崎県土地改良事業団体連合会,太平洋航業,"56.6.30,56.9.20",
宮崎県,野尻町,道路整備,"撮影,撮影,図化,図化","8000,,20000,,1000,,5000","11.0KM2,34.0KM2,0.2KM2,4.4KM2",宮崎県小林土木事務所,太平洋航業,"56.6.29,56.12.10",
宮崎県,都城市,道路台帳,"撮影,図化","8000,,1000","420.0KM2,99.3KM2",都城市,国際航業,"56.8.31,58.2.28",742
宮崎県,清武町,都市計画,"撮影,図化","12500,,2500","84.0KM2,48.0KM2",清武町,国際航業,"56.8.28,56.10.31",741
宮崎県,延岡市,発電計画,"撮影,図化","25000,,5000","39.7KM2,6.0KM2",宮崎県企業局,太平洋航業,"57.1.26,57.3.26",1251
宮崎県,高千穂町,道路管理,図化,1000,1.8KM2,九州地建延岡工事事務所,国際航業,"56.5.10,56.9.10",
宮崎県,宮崎市,道路計画,図化,1000,0.5KM2,九州地建宮崎工事事務所,国際航業,"56.11.15,56.12.19",
宮崎県,,河川台帳,"図化,図化,図化","1000,,2500,,5000","2.7KM2,35.0KM2,15.0KM2",九州地建宮崎工事事務所,"平和測量,大成測量設計,パシフイック航業","56.8.1,56.10.25",
鹿児島県,鹿児島市,道路計画,基準点,,2point,九州地建大隅工事事務所,九州開発エンジニアリング,"56.10.26,57.3.30",
鹿児島県,垂水市,道路計画,基準点,,1point,九州地建大隅工事事務所,中央技術コンサルタンツ,"56.10.30,57.2.24",
鹿児島県,鹿児島市,砂防調査,"撮影,撮影","4000,,10000","7.0KM2,119.0KM2",九州地建大隅工事事務所,東日本航空,"56.10.30,57.2.26",887
鹿児島県,"霧島市,姶良市",作付面積調査,撮影,10000,19.0KM2,農林水産省経済局統計情報部,アジア航測,"56.10.25,56.11.6",346
鹿児島県,串木野市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","120.0KM2,14.0KM2,4.0KM2,10.4KM2",串木野市,国際航業,"56.11.15,58.3.31",1009
鹿児島県,財部町,道路台帳,"撮影,図化","4000,,500","98.0KM2,5.3KM2",財部町,パシフイック航業,"56.7.25,57.12.28",459
鹿児島県,東郷町,ほ場整備,"撮影,図化","7000,,1000","20.5KM2,1.4KM2",東郷町,アジア航測,"56.6.8,56.7.20",
鹿児島県,垂水市,道路計画,"撮影,図化,図化修正","8000,,1000,,1000","9.8KM2,0.7KM2,1.2KM2",九州地建大隅工事事務所,東日本航空,"56.12.4,57.3.12",
鹿児島県,"川辺町,知覧町",道路台帳,"撮影,図化","8000,,1000","4.3KM2,3.7KM2",鹿児島県加世田土木事務所,大成測量設計,"56.9.25,57.3.20",874
鹿児島県,阿久根市,道路計画,"撮影,図化","8000,,1000","15.0KM2,1.1KM2",阿久根市,東洋航空事業,"57.1.25,57.3.25",1252
鹿児島県,知覧町,道路台帳,"撮影,図化","8000,,1000","171.3KM2,13.4KM2",知覧町,アジア航測,"56.10.22,58.12.20",884
鹿児島県,入来町,道路台帳,"撮影,図化","8000,,1000","73.0KM2,6.4KM2",入来町,パシフイック航業,"56.11.27,57.12.20",1019
鹿児島県,,河川改修,"撮影,図化","12500,,2500","422.0KM2,6.1KM2",九州地建川内川工事事務所,東日本航空,"56.11.2,57.2.26",1002
鹿児島県,"大口市,菱刈町,栗野町",広域農道計画,"撮影,図化","12500,,2500","111.8KM2,21.3KM2",鹿児島県大口耕地事務所,大阪写真測量所,"56.6.8,56.8.31",146
鹿児島県,川内市,都市計画,"撮影,図化,図化修正","12500,,2500,,2500","32.2KM2,5.3KM2,6.5KM2",川内市,国際航業,"56.3.7,56.3.31",18
鹿児島県,川内市,都市計画,"撮影,図化,図化修正,図化修正","12500,,2500,,2500,,10000","130.5KM2,40.6KM2,39.5KM2,117.0KM2",川内市,国際航業,"56.11.24,57.3.17",1018
鹿児島県,志布志町,都市計画,"撮影,図化","12500,,2500","54.2KM2,21.6KM2",志布志町,パシフイック航業,"56.6.7,56.7.31",308
鹿児島県,"国分市,隼人町",テクノポリス地区構想計画,"撮影,図化,図化修正","20000,,10000,,10000","448.0KM2,25.0KM2,300.0KM2",鹿児島県,国際航業,"56.7.10,56.9.10",452
鹿児島県,"末吉町,財部町",土地改良,"撮影,図化","20000,,5000","174.0KM2,80.0KM2",鹿児島県大隈耕地事務所,"国際航業,パシフイック航業,アジア航測","56.5.25,56.7.31",144
