都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,,2018.01.14修正
福島県,"須賀川市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","2point,4point,20point",助言H22.5.18B0021須賀川市,(財)福島県区画整理協会,"H22.5.17
H22.6.30",,
福島県,"喜多方市,西会津町,猪苗代町,会津坂下町,郡山市,",砂防計画,"カラー撮影,数値図化,ディジタルオルソ,同時調整","12500,,2500,,2500,,2500","246.1KM2,8.6KM2,17.3KM2,114point",助言H22.6.1B0036福島県喜多方建設事務所,(株)パスコ,"H22.6.10
H22.12.20",,
福島県,"田村市,",総合計画,"数値撮影,同時調整","16cm,,1000","513.6KM2,1157point",助言H22.6.1B0037田村市,(株)パスコ,"H22.5.6
H22.12.20",,
福島県,"古殿町,",固定資産,"数値撮影,ディジタルオルソ,同時調整","20cm,,1000,,1000","163.5KM2,163.5KM2,300point",助言H22.6.9B0040古殿町,(株)ナカノアイシステム,"H22.5.11
H22.12.20",,
福島県,"広野町,",都市計画,編集,10000,27.8KM2,助言H22.6.9B0041広野町,(株)パスコ,"H22.4.28
H22.7.30",,
福島県,"伊達市,",砂防計画,"基準点,基準点","１級,,２級","2point,2point",助言H22.6.28B0054福島県県北建設事務所,(株)渡辺測量事務所   ,"H22.5.21
H22.9.29",,
福島県,"南会津町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1.4KM2,9.0KM2",助言H22.7.12B0067福島県南会津建設事務所,(株)八州,"H22.6.14
H22.12.17",,
福島県,"会津若松市,",固定資産,"カラー撮影,ディジタルオルソ","10000,,1000","312.5KM2,222.2KM2",助言H22.7.12B0068会津若松市,(株)パスコ,"H22.4.15
H23.3.25",,
福島県,"二本松市,",砂防計画,基準点,２級,3point,助言H22.7.28B0088福島県県北建設事務所,(有)武藤測量事務所,"H22.6.14
H22.10.13",,
福島県,"南相馬市,飯舘村,",道路計画,"カラー撮影,航空レーザ,航空レーザ,航空レーザ,航空レーザ,数値図化","8000,,レーザ計測,,グラウンドデータ,,グリッドデータ,,等高線データ,,1000","10.7KM2,3.9KM2,3.9KM2,3.9KM2,3.9KM2,3.9KM2",助言H22.7.29B0089福島県相双建設事務所,アジア航測(株),"H22.7.26
H22.11.15",,
福島県,"石川町,",河川管理,"基準点,基準点,基準点","２級,,３級,,４級","5point,8point,39point",助言H22.8.4B0100福島県県中建設事務所,陸奥測量設計(株),"H22.7.8
H23.1.17",,
福島県,"福島市,",砂防計画,"基準点,基準点","２級,,３級","1point,1point",助言H22.8.19B0112福島県県北建設事務所,(有)佐藤測量設計事務所,"H22.9.1
H22.11.17",,
福島県,"須賀川市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","7point,28point,470point",助言H22.8.26B0119須賀川市,(財)福島県区画整理協会,"H22.9.1
H22.11.30",,
福島県,"郡山市,",道路台帳補修正,"既成図数値化,座標変換","500,,500","205.4km,205.4km",助言H22.8.31B0126郡山市,"国際航業(株)
(株)東日路政コンサルタント
(株)新和調査設計
日本技術設計コンサルタン
ト(株)
(有)大誠興測
(株)日本測地コンサルタント
昭和技術設計(株)
阿部測量(株)
(有)増子測量設計事務所
(株)アーバン設計
(株)あさかエンジニアリング
(株)開成測量設計社
(有)県南測量設計センター
(株)郡山測量設計社","H22.8.23
H23.3.17",,
福島県,"川俣町,",砂防計画,"基準点,基準点,基準点","２級,,３級,,４級","1point,3point,12point",助言H22.9.9B0132福島県県北建設事務所,(有)県北測量設計事務所,"H22.9.1
H22.11.4",,
福島県,"猪苗代町,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","3point,11point,62point",助言H22.9.16B0139福島県会津農林事務所,"福島県土地改良事業団体
連合会","H22.9.24
H23.3.11",,
福島県,"喜多方市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","4point,15point,78point",助言H22.9.16B0140福島県会津農林事務所,"福島県土地改良事業団体
連合会","H22.9.24
H23.3.18",,
福島県,"田村市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","9point,10point,60point",助言H22.9.17B0141福島県県中農林事務所,"福島県土地改良事業団体
連合会","H22.9.27
H23.3.10",,
福島県,"平田村,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","7point,15point,54point",助言H22.9.17B0142福島県県中農林事務所,"福島県土地改良事業団体
連合会","H22.9.27
H23.3.10",,
福島県,"白河市,西郷村,矢吹町,",総合計画,"数値撮影,ディジタルオルソ,同時調整","16cm,,1000,,1000","423.1KM2,423.1KM2,1460point",助言H22.9.29B0146白河市,(株)パスコ,"H22.7.22
H23.1.28",,
福島県,"会津若松市,",ほ場整備,"基準点,基準点,基準点,座標変換","２級,,３級,,４級,,２級","9point,28point,163point,1point",助言H22.10.13B0157福島県会津農林事務所,"福島県土地改良事業団体
連合会","H22.10.8
H23.3.18",,
福島県,"南相馬市,",都市計画,"カラー撮影,数値図化,空三","12500,,2500,,2500","58.3KM2,51KM2,39model",助言H22.10.19B0173福島県相双建設事務所,国際航業(株),"H22.10.1
H23.3.18",,
福島県,"郡山市,",地籍調査,基準点,４級,140point,助言H22.11.19B0213福島地方法務局,(有)景山測量設計事務所,"H22.11.15
H23.3.31",,
福島県,"楢葉町,",砂防計画,"カラー撮影,数値図化,ディジタルオルソ,空三","12500,,2500,,2500,,2500","18.2KM2,0.1KM2,3KM2,3model",助言H22.11.30B0228福島県相双建設事務所,三和航測(株),"H22.11.26
H22.12.28",,
福島県,"須賀川市,郡山市,鏡石町,",固定資産,"数値撮影,ディジタルオルソ,同時調整","10000,,1000,,1000","37.2KM2,37.2KM2,196point",助言H23.2.2B0268須賀川市,国際航業(株),"H22.10.1
H23.3.28",,
福島県,"須賀川市,天栄村,",地すべり調,"航空レーザ,航空レーザ,航空レーザ,航空レーザ","レーザ計測,,グラウンドデータ,,グリッドデータ,,等高線データ","7.7KM2,7.7KM2,7.7KM2,7.7KM2",助言H23.3.2B0286福島県県中建設事務所,アジア航測(株),"H23.3.4
H23.3.25",,
福島県,"猪苗代町,",道路計画,"基準点,水準","３級,,３級","5point,2km",助言H22.6.16B0044東北地方整備局郡山国道事務所,(株)興起測量設計事務所,"H22.5.15
H22.10.29",,
福島県,"会津若松市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","2.7KM2,5.3KM2",助言H22.7.1B0059福島県会津若松建設事務所,(株)写測,"H22.6.7
H22.10.6",,
福島県,"相馬市,",総合計画,"数値撮影,ディジタルオルソ,航空レーザ,航空レーザ,航空レーザ,航空レーザ","16cm,,1000,,レーザ計測,,グラウンドデータ,,グリッドデータ,,等高線データ","312.9KM2,197.6KM2,197.6KM2,197.6KM2,197.6KM2,197.6KM2",助言H22.7.7B0063相馬市,(株)パスコ,"H22.6.16
H23.2.28",,
福島県,"大熊町,",総合計画,"数値撮影,ディジタルオルソ,同時調整","8cm,,500,,500","78.7KM2,78.7KM2,941point",助言H22.7.23B0080大熊町,(株)パスコ,"H22.6.30
H23.3.16",,
福島県,"南相馬市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","14point,62point,353point",助言H22.7.23B0082福島県相双農林事務所,"福島県土地改良事業団体
連合会","H22.8.2
H23.3.31",,
福島県,"伊達市,",砂防計画,基準点,３級,4point,助言H22.8.26B0120福島県県北建設事務所,(株)阿部測量設計事務所,"H22.7.5
H22.10.4",,
福島県,"田村市,",農道計画,基準点,３級,3point,助言H22.10.1B0147福島県県中農林事務所,昭和技術設計(株),"H22.6.30
H22.10.27",,
福島県,"富岡町,","都市計画,固定資産","数値撮影,ディジタルオルソ,同時調整","12cm,,1000,,1000","83.7KM2,83.7KM2,246point",助言H22.10.14B0168富岡町,アジア航測(株),"H22.10.12
H23.3.10",,
福島県,"富岡町,",道路計画,基準点,２級,3point,助言H22.10.26B0179福島県相双建設事務所,(株)東コンサルタント,"H22.10.20
H23.3.18",,
福島県,"福島市,",道路計画,"基準点,基準点","３級,,４級","4point,41point",助言H22.11.2B0187福島県県北建設事務所,(株)阿部測量設計事務所,"H22.8.30
H23.3.9",,
福島県,"伊達市,",道路計画,"基準点,基準点","３級,,４級","3point,25point",助言H22.11.10B0198福島県県北建設事務所,(有)県北測量設計事務所,"H22.11.12
H23.3.18",,
福島県,"石川町,玉川村,平田村,",ダム管理,"航空レーザ,航空レーザ,航空レーザ,航空レーザ,ディジタルオルソ","レーザ計測,,グラウンドデータ,,グリッドデータ,,等高線データ,,2500","9.6KM2,9.6KM2,9.6KM2,9.6KM2,9.6KM2",助言H22.11.15B0205福島県県中建設事務所,アジア航測(株),"H22.11.15
H23.3.11   ",,
福島県,"南相馬市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","5point,10point,49point",助言H22.11.19B0216福島県相双農林事務所,"福島県土地改良事業団体
連合会","H22.12.1
H23.3.25",,
福島県,"古殿町,",道路計画,"基準点,基準点,基準点","１級,,３級,,４級","2point,7point,36point",助言H23.1.11B0248福島県県中建設事務所,(株)郡山測量設計社,"H22.12.24
H23.3.18",,
福島県,"二本松市,",道路計画,"基準点,基準点","２級,,４級","3point,5point",助言H23.1.7B0251福島県県北建設事務所,(有)武藤測量事務所,"H22.11.15
H23.3.18",,
福島県,"本宮市,",道路計画,"基準点,基準点","２級,,４級","4point,30point",助言H23.1.20B0260福島県県北建設事務所,東邦測地(有),"H22.9.13
H23.3.18",,
福島県県境宮城県県境茨城県,"いわき市,相馬市,南相馬市,広野町,楢葉町,富岡町,大熊町,双葉町,浪江町,新地町県境山元町,県境北茨城市,",港湾計画,"数値撮影,同時調整","10000,,1000","314.6KM2,314.6KM2",助言H23.2.18B0277福島県いわき建設事務所,朝日航洋(株),"H22.10.8
H23.3.10",,
福島県,"伊達市,",道路計画,"基準点,基準点","３級,,４級","2point,6point",助言H23.2.21B0278福島県県北建設事務所,(有)県北測量設計事務所,"H23.2.21
H23.3.18",,
茨城県,"利根町,",固定資産,数値撮影,地上画素寸法15cm,24.9KM2,助言H22.5.17C0027茨城県　利根町,国際航業(株),"H22.5.17
H22.6.30",,
茨城県,"古河市,",道路計画,基準点,３級,12point,助言H22.5.19C0029茨城県　　古河市,三立調査設計(株),"H22.5.7
H22.9.15",,
茨城県,"那珂市,",固定資産,数値撮影,地上画素寸法12cm,97.8KM2,助言H22.6.17C0055茨城県　那珂市,朝日航洋(株),"H22.5.15
H23.3.31",,
茨城県,"東海村,",都市計画,数値図化,2500,9KM2,助言H22.7.21C0102東海村,(株)ナカノアイシステム,"H22.6.17
H22.11.15",,
茨城県,"水戸市,",都市計画,数値図修正,2500,48KM2,助言H22.8.9C0129茨城県　水戸市,アジア航測(株),"H22.7.16
H23.1.11",,
茨城県,"坂東市,",土地改良,基準点,２級,3point,助言H22.11.16C0296茨城県県西農林事務所境土地改良事務所,"茨城県土地改良事業団体
連合会","H22.8.25
H23.3.15",,
茨城県,"空白,",地盤変動調査,水準,１級,255km,助言H22.11.16C0298茨城県,(有)共栄測地,"H22.10.28
H23.3.28",,
茨城県,"古河市,",固定資産,数値撮影,地上画素寸法12cm,123.6KM2,助言H22.11.26C0335茨城県　古河市,国際航業(株),"H22.11.15
H23.2.28",,
茨城県県境千葉県,"鹿嶋市,潮来市,行方市,県境香取市,東庄町,",河川計画,水準,２級,60.8km,助言H22.12.28C0440国土交通省関東地方整備局霞ヶ浦河川事務所,(株)オリス,"H22.12.17
H23.3.31",,
茨城県,"筑西市,",ほ場整備,基準点,２級,10point,助言H23.2.3C0478茨城県県西農林事務所土地改良部門,"茨城県土地改良事業団体
連合会","H22.11.16
H23.3.25",,
茨城県,"坂東市,",土地改良,基準点,２級,4point,助言H23.2.3C0485茨城県県西農林事務所　境土地改良事務所,"茨城県土地改良事業団体
連合会","H22.11.17
H23.3.15",,
茨城県,"下妻市,",ほ場整備,基準点,３級,13point,助言H23.2.21C0511茨城県 県西農林事務所土地改良部門,"茨城県土地改良事業団体
連合会","H22.11.16
H23.3.15",,
茨城県,"小美玉市,",区画整理,基準点,２級,6point,助言H23.3.2C0525茨城県 県央農林事務所,"茨城県土地改良事業団体
連合会","H22.12.16
H23.3.15",,
茨城県,"行方市,",換地計画,"基準点,基準点","１級,,３級","1point,9point",助言H23.3.9C0540於下地区土地改良事業共同施行,"茨城県土地改良事業団体
連合会","H22.11.26
H23.3.25",,
茨城県,"鹿嶋市,",地籍調査,基準点,２級,48point,助言H22.6.220066茨城県　　鹿嶋市,（株）下川設計,"H22.6.20
H23.3.16",,
茨城県,"常陸太田市,",都市計画,"編集,数値図化","10000,,10000","61.0KM2,372.0KM2",助言H22.7.20074茨城県　常陸太田市,三和航測(株),"H22.7.15
H23.3.28",,
茨城県,"結城市,筑西市,桜川市,笠間市,水戸市,大洗町,鉾田市,鹿嶋市,",道路台帳,水準,１級,123.5km,助言H22.7.70075茨城県茨城港湾事務所,ホコタ設計コンサルタンツ,"H22.5.13
H23.3.25",,
茨城県,"ひたちなか市,",土地区画整理,"基準点,基準点","３級,,４級","4point,186point",助言H22.7.200091ひたちなか市西古内土地区画整理組合,(株)ミカミ,"H22.7.7
H23.3.15",,
茨城県,"牛久市,",都市計画,"数値撮影,数値図化,編集","地上画素寸法16cm,,2500,,10000","0.5KM2,58.9KM2,58.9KM2",助言H22.8.90125茨城県　牛久市,朝日航洋(株),"H22.7.6
H25.3.15",,
茨城県,"筑西市,",固定資産,数値撮影,地上画素寸法8cm,205.4KM2,助言H22.9.80174茨城県　筑西市,(株)パスコ,"H22.7.31
H24.3.20",,
茨城県,"東海村,結城市,下妻市,八千代町,常総市,つくばみらい市,守谷市,取手市,利根町,河内町,稲敷市,美浦村,桜川市,茨城町,小美玉市,神栖市,",固定資産,"数値撮影,ディジタルオルソ","地上画素寸法15cm,,2500","1,486.8KM2,1,486.8KM2",助言H22.9.300210茨城県,"三和航測(株)
(株)ウエスコ","H22.10.1
H23.3.14",,
茨城県,"北茨城市,",都市計画,"数値図化,数値図化","1000,,2500","22.0KM2,22.0KM2",助言H22.12.90390茨城県　北茨城市,(株)パスコ,"H22.11.9
H23.3.25",,
茨城県,"空白,",河川境界,"基準点,基準点","３級,,４級","14point,58point",助言H23.1.240464国土交通省関東地方整備局下館河川事務所,(株)三喜コンサルタント,"H22.12.16
H23.3.25",,
茨城県県境千葉県,"取手市,河内町,利根町,稲敷市,県境我孫子市,印西市,栄町,成田市,神崎町",基準点改測,基準点,２級,107point,助言H23.1.240473国土交通省関東地方整備局利根川下流河川事務所,平和フイールド(株),"H22.12.14
H23.3.31",,
茨城県県境千葉県,"稲敷市,神栖市,潮来市,県境神崎町,香取市,東庄町,銚子市",基準点改測,基準点,２級,104point,助言H23.1.240474国土交通省関東地方整備局利根川下流河川事務所,(株)オリス,"H22.12.14
H23.3.31",,
茨城県県境千葉県,"潮来市,神栖市,鹿嶋市,取手市,利根町,県境印西市,栄町,東庄町,",河川管理,水準,３級,84.8km,助言H23.2.30479国土交通省関東地方整備局利根川上流河川事務所,井田起業(株),"H22.12.28
H23.3.30",,
茨城県県境千葉県,"利根町,稲敷市,県境印西市,神崎町,",河川管理,水準,３級,58.3km,助言H23.2.30480国土交通省関東地方整備局利根川上流河川事務所,倉持測量(株),"H22.12.28
H23.3.30",,
茨城県県境千葉県,"鹿嶋市,神栖市,潮来市,稲敷市,河内町,利根町,取手市,県境印西市,栄町,成田市,神崎町,香取市,東庄町,銚子市,",河川管理,"基準点,基準点","２級,,３級","72point,98point",助言H23.2.30481国土交通省関東地方整備局利根川上流河川事務所,国際測地(株),"H22.12.28
H23.3.25",,
茨城県,"鹿嶋市,",都市部官民境界基本調査事業,基準点,３級,5point,助言H23.2.180506国土交通省土地・水資源局国土調査課,(株)オオバ,"H22.12.10
H23.3.18",,
茨城県県境栃木県県境群馬県県境埼玉県,"古河市,県境栃木市,小山市,野木町,県境板倉町,県境加須市,羽生市,",河川管理,数値撮影,地上画素寸法18cm,224.4KM2,助言H23.2.210514関東地方整備局利根川上流河川事務所長,朝日航洋(株),"H23.2.1
H23.3.10",,
茨城県,"土浦市,",道路計画,基準点,２級,1point,助言H23.3.90550茨城県　　土浦市,大栄測量設計(株),"H23.3.20
H23.3.31",,
茨城県,"常総市,",土地改良,基準点,２級,4point,助言H23.3.150551茨城県県西農林事務所　土地改良部門,"茨城県土地改良事業団体
連合会","H23.2.3
H23.3.25",,
