都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号,,,,,,～の有無,2018.01.10地名修正
長野県,鼎町,都市計画,基準点,2級,3point,鼎町,長姫測量,"58.5.3,58.6.30",,,,,,,,
長野県,木祖村,ダム計画,基準点,2級,8point,水資源開発公団味噌川ダム建設所,(財)林野弘済会,"58.11.20,58.12.20",,,,地名修正,,,,
長野県,諏訪市,地盤沈下,水準,2級,59.0km,長野県諏訪建設事務所,協同測量社,"58.12.18,59.3.10",1152,,,,「地区」削除,,,
長野県,南牧村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","17.0KM2,134.4KM2,17.0KM2,13.0KM2",南牧村,朝日航洋,"58.12.1,61.2.28",1103,,,,「全域」削除,,,
長野県,伊那市,鉄道計画,"撮影,図化","4000,,500","3.3KM2,0.4KM2",日本国有鉄道岐阜工事局,東日本航空,"58.12.15,59.3.20",,,,,,,,
長野県,望月町,文化財調査,"撮影,図化","4000,,500","9.0KM2,3.6KM2",望月町,新日本航業,"58.6.27,58.7.30",255,,,,,,,
長野県,牟礼村,都市計画,"撮影,図化","8000,,2500","39.6KM2,2.0KM2",牟礼村,協同測量社,"59.2.20,59.3.31",1356,,,,,,,
長野県,望月町,道路台帳,"撮影,図化","8000,,1000","127.3KM2,13.0KM2",望月町,朝日航洋,"59.1.4,61.3.20",1270,,,,「全域」削除,,,
長野県,浅科村,道路台帳,"撮影,図化","8000,,1000","29.4KM2,19.1KM2",浅科村,日研コンサル,"58.5.10,60.4.10",144,,,,「全域」削除,,,
長野県,喬木村,道路台帳,"撮影,図化","8000,,1000","90.0KM2,11.3KM2",喬木村,朝日航洋,"58.4.4,59.2.20",60,,,,「全域」削除,,,
長野県,四賀村,道路台帳,"撮影,図化","8000,,1000","91.0KM2,10.0KM2",四賀村,コクサイ航測,"58.3.29,60.3.31",37,,,,「全域」削除,,,
長野県,戸隠村,道路台帳,"撮影,図化","8000,,1000","132.0KM2,18.9KM2",戸隠村,コクサイ航測,"59.4.1,61.1.31",1352,,,,,,,
長野県,豊丘村,道路台帳,"撮影,図化","8000,,1000","76.3KM2,19.4KM2",豊丘村,国際航業,"58.12.1,60.2.28",981,,,,「全域」削除,,,
長野県,塩尻市,土地改良,"撮影,図化","8000,,1000","5.5KM2,0.8KM2",塩尻市,日研コンサル,"58.5.9,58.6.20",,,,,,,,
長野県,奈川村,砂防計画,撮影(対標有),8000,72.2KM2,北陸地建松本砂防工事事務所,パスコ,"58.9.26,58.11.5",781,,,「郡」削除,,,,
長野県,安曇村,砂防計画,カラー撮影(対標有),8000,30.8KM2,北陸地建松本砂防工事事務所,パスコ,"58.9.26,58.11.5",788,撮影(カラー)→カラー撮影,,地名修正,,,,
長野県,更埴市,都市計画,"撮影,図化","10000,,2500","78.5KM2,23.5KM2",北陸地建更埴建設事務所,協同測量社,"59.3.1,59.3.26",1350,,,,,,,
長野県,軽井沢町,都市計画,"撮影,図化,図化","12500,,2500,,5000","155.7KM2,99.1KM2,56.6KM2",軽井沢町,バスコ,"58.5.25,58.10.30",170,,,,「全域」削除,,,
長野県,"長野市,飯山市,中野市,須坂市",森林計画,撮影,16000,1833.0KM2,長野県,中庭測量,"58.4.22,58.10.31",149,,,,,,,
長野県,"鬼無里村,大桑村,南木曽町",電源開発,"撮影,図化","20000,,5000","151.0KM2,20.1KM2",新エネルギー財団水力本部,アジア航測,"58.9.16,59.3.10",739,,,,,郡削除,,
長野県,小諸市,都市計画,"図化新規,図化修正,編集","2500,,2500,,10000","21.0KM2,59.9KM2,85.0KM2",長野県佐久建設事務所,朝日航洋,"59.2.23,59.3.20",1293,図化修正,,,,,,
長野県,茅野市,都市計画,図化,500,2.3KM2,茅野市,パスコ,"58.7.19,58.10.14",,,,,,,,
長野県,茅野市,都市計画,図化,500,1.9KM2,茅野市,パスコ,"58.10.21,58.12.15",,,,,,,,
長野県,岡谷市,道路台帳,図化,500,7.4KM2,岡谷市,パスコ,"58.6.9,59.2.23",253,,,,,,,
長野県,"長野市,飯山市",鉄道計画,"図化,図化","500,,2500","0.5KM2,0.3KM2",日本鉄道建設公団東京新幹線建設局,アジア航測,"58.9.20,58.11.25",,,,,,,,
長野県,"佐久市,軽井沢町",鉄道計画,図化,500,0.8KM2,日本鉄道建設公団東京新幹線建設局,朝日航洋,"58.9.20,58.11.15",,,,,,,,
長野県,上田市,鉄道計画,"図化新規,図化修正","500,,500","0.4KM2,0.3KM2",日本鉄道建設公団東京新幹線建設局,パスコ,"58.9.20,58.11.12",,図化修正,,,,,,
長野県,長野市,鉄道計画,図化,500,0.6KM2,日本鉄道建設公団関東支社,東日本航空,"58.11.21,59.2.8",,,,,,,,
長野県,上松町,砂防計画,図化,1000,3.7KM2,中部地建多治見工事事務所,アジア航測,"58.6.14,58.8.17",,,,地名修正,,,,
長野県,本城村,ダム計画,図化,2000,3.4KM2,長野県松本建設事務所,パスコ,"58.6.1,58.7.30",,,,地名修正,,,,
長野県,茅野市,ダム計画,図化,2000,2.0KM2,長野県諏訪建設事務所,パスコ,"58.8.26,58.9.30",,,,地名修正,,,,
長野県,東部町,都市計画,"図化新規,図化修正,図化新規","2500,,2500,,10000","8.8KM2,18.5KM2,51.6KM2",長野県上田建設事務所,協同測量社,"59.2.29,59.3.31",1355,図化修正,,「郡」削除,地名修正,,,
長野県,下諏訪町,都市計画,図化,2500,8.8KM2,下諏訪町,協同測量社,"58.6.15,58.8.31",325,,,,,,,
長野県,飯山市,河川改修,図化,2500,14.9KM2,北陸地建千曲川工事事務所,協同測量社,"58.10.1,59.2.29",,,測量地域修正,,,,,
長野県,阿智村,道路台帳,平板,500,1.4KM2,阿智村,信濃測地,"58.7.1,59.3.25",,,,,,,,
長野県,中川村,道路台帳,平板,500,1.2KM2,中川村,村沢測量,"58.10.25,59.1.20",,,,,,,,
長野県,生坂村,道路台帳,平板,500,1.2KM2,生坂村,信濃測地,"58.10.1,59.3.31",,,,,,,,
新潟県,,境界調査,基準点,図根点,3point,大阪営林局,自営,"58.9.1,58.12.20",,,,「国有林」なので削除,,,,
新潟県,朝日村,森林計画,基準点,図根点,4point,前橋営林局,中野測量,"58.7.13,58.12.10",,,,,「地区」削除,,,
新潟県,青海町,区画整理,基準点,2級,2point,青海町,桑原測量社,"58.7.10,59.2.29",,,,地名修正,,,,
新潟県,,地盤変動,水準,2級,141.0km,新潟県,協立コンサルタンツ,"58.8.21,58.10.31",303,,,「地域」修正,,,,
新潟県,,地盤変動,"水準,水準","1級,,2級","5.0km,97.0km",新潟県,八州,"58.8.21,58.10.31",304,,,「地域」修正,,,,
新潟県,,地盤変動,"水準,水準","1級,,2級","38.0km,33.0km",新潟県,中野測量,"58.8.21,58.10.31",305,,,「地域」修正,,,,
新潟県,,地盤変動,水準,2級,60.0km,新潟県,セントラル航業,"58.8.21,58.10.31",306,,,「地域」修正,,,,
新潟県,"新潟市,新発田市,豊栄市,新津市,白根市",地盤変動,"水準,水準","1級,,2級","32.2km,117.7km",北陸農政局,"セントラル航業,オリジナルサーベー,ハラ信越測量設計","58.8.1,58.9.30",523,,,「周辺」削除,,,,
新潟県,新潟市,地盤変動,水準,2級,36.7km,第一港湾建設局新潟港工事事務所,中野測量航業,"58.5.1,58.12.25",477,,,港→地名,,,,
新潟県,新潟市,地盤変動,水準,2級,26.4km,新潟市,中野測量航業,"58.9.15,58.11.30",563,,,,「全域」削除,,,
新潟県,,道路管理,撮影(対標有),4000,34.7KM2,新発田土木事務所,旭伸航空,"58.3.1,58.3.31",,,,「周辺」削除,,,,
新潟県,"新発田市,聖籠町,紫雲寺町",道路台帳,"撮影,図化","4000,,500","15.0KM2,0.5KM2",新潟県,オリジナルサーベー,"58.11.24,59.3.15",,,,,,,,
新潟県,"新潟市,新津市,村松町,五泉市,亀田町,巻町",道路台帳,"撮影,図化","4000,,500","55.1KM2,0.8KM2",新潟県,"オリジナルサーベー,中野測量航業","58.11.24,59.3.15",,,,,,,,
新潟県,加茂市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","30.0KM2,90.7KM2,4.9KM2,11.2KM2",加茂市,国際航業,"58.10.25,61.3.31",801,,,,「全域」削除,,,
新潟県,西川町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","3.4KM2,47.4KM2,1.2KM2,4.5KM2",西川町,中野測量航業,"58.4.30,59.3.15",111,,,,「全域」削除,,,
新潟県,越路町,下水道計画,"撮影,図化","4000,,500","4.5KM2,0.3KM2",越路町,オリジナルサーベー,"58.10.31,59.3.15",922,,,,,,,
新潟県,堀之内町,下水道計画,"撮影,図化","4000,,500","1.7KM2,0.7KM2",堀之内町,中野測量航業,"58.10.21,59.3.31",,,,,,,,
新潟県,柏崎市,"ガス,水道,配管台帳","撮影,図化","4000,,500","25.5KM2,1.8KM2",柏崎市ガス・水道事業管理者,パスコ,"58.7.11,58.10.23",335,,,,,,,
新潟県,妙高村,農地開発,"撮影,図化","8000,,1000","17.2KM2,0.5KM2",北陸農政局,北日本測量,"58.10.1,58.12.20",748,,,,,,,
新潟県,中郷村,ほ場整備,"撮影,図化,編集","8000,,1000,,5000","32.0KM2,2.4KM2,2.4KM2",中郷村,オリジナルサーベー,"58.4.19,58.7.7",65,,,,,,,
新潟県,頸城村,ほ場整備,"撮影,編集,図化","8000,,5000,,1000","5.4KM2,4.3KM2,4.3KM2",頸城村,中野測量航業,"58.7.30,59.1.25",475,,,,地名修正,,,
新潟県,亀田町,都市計画,"撮影,編集,図化","10000,,10000,,2500","43.2KM2,16.9KM2,16.9KM2",亀田町,中野測量航業,"58.4.8,58.8.31",63,,,,「全域」削除,,,
新潟県,加茂市,都市計画,"撮影,図化修正","12500,,2500","84.0KM2,34.0KM2",加茂市,オリジナルサーベー,"58.7.19,58.12.15",346,図化修正,,,,,,
新潟県,吉田町,都市計画,撮影(対標有),12500,67.1KM2,吉田町,オリジナルサーベー,"58.8.25,58.9.30",526,,,,,,,
新潟県,横越村,都市計画,"撮影,図化","12500,,2500","19.8KM2,4.3KM2",横越村,中野測量航業,"58.10.17,58.12.18",924,,,,,,,
新潟県,大和町,都市計画,"撮影,図化","12500,,2500","73.0KM2,13.2KM2",大和町,中野測量航業,"58.8.26,59.3.10",474,,,,,,,
新潟県,寺泊町,総合計画,"撮影,図化","12500,,2500","110.2KM2,6.3KM2",寺泊町,オリジナルサーベー,"58.5.14,58.9.30",152,,,,,,,
新潟県,西山町,総合計画,撮影,12500,92.0KM2,西山町,オリジナルサーベー,"58.7.7,58.8.31",314,,,,「全域」削除,,,
新潟県県境山形県,"関川村,黒川村,県境小国町,飯豊町",砂防計画,撮影,12500,887.0KM2,北陸地建飯豊山系砂防工事事務所,国際航業,"58.10.11,58.12.20",716,,,「他～」削除,,,,
新潟県,"三条市,新発田市,加茂市,五泉市,阿賀野市,胎内市,聖籠町,弥彦村,田上町,阿賀町,新潟市,燕市,長岡市,見附市",森林計画,撮影,16000,1293.0KM2,新潟県,東日本航空,"58.4.25,58.10.31",43,,,「県」削除,,郡展開,,
新潟県,鹿瀬町,総合計画,カラー撮影,20000,257.0KM2,鹿瀬町,オリジナルサーベー,"58.10.14,59.2.28",800,撮影(カラー)→カラー撮影,,,「全域」削除,,,
新潟県,上川村,総合計画,カラー撮影,20000,361.0KM2,上川村,オリジナルサーベー,"58.11.15,58.12.15",923,撮影(カラー)→カラー撮影,,,「全域」削除,,,
新潟県,"新発田市,塩沢町",電源開発,"撮影,図化","20000,,5000","110.0KM2,21.3KM2",新エネルギー財団水力本部,アジア航測,"58.9.16,59.3.10",754,,,「郡」削除,,,,
新潟県,三和村,農村総合整備,"撮影,図化修正,編集","25000,,5000,,10000","110.6KM2,39.3KM2,39.3KM2",三和村,オリジナルサーベー,"58.6.13,58.9.5",227,図化修正,,,「全域」削除,,,
新潟県,柏崎市,都市計画,"撮影,図化新規,図化修正","30000,,10000,,10000","463.0KM2,260.7KM2,52.6KM2",柏崎市,中野測量航業,"58.7.15,58.11.30",383,図化修正,,,「全域」削除,,,
新潟県,三和村,ほ場整備,"編集,図化","5000,,1000","2.7KM2,2.7KM2",三和村,中野測量航業,"58.10.11,59.3.8",,,,「他～」削除,,,,
新潟県,妙高村,都市計画,"編集,図化","10000,,2500","42.8KM2,42.8KM2",妙高村,オリジナルサーベー,"58.4.1,58.7.31",64,,,,,,,
新潟県,柏崎市,農村総合整備,図化,500,1.4KM2,柏崎市,パスコ,"58.8.25,58.11.15",,,,,,,,
新潟県,津南町,農地開発,図化,1000,2.1KM2,北陸農政局苗場山麓開拓建設事業所,セントラル航業,"58.9.3,58.10.30",,,,,,,,
新潟県,下田村,農村総合整備,図化,1000,3.7KM2,北陸農政局下田開拓建設事業所,アジア航測,"58.5.25,58.8.25",,,,,,,,
新潟県,中条町,ほ場整備,図化,1000,3.1KM2,胎内川沿岸土地改良区,国際航業,"58.11.1,59.2.22",,,,,,,,
新潟県,中郷村,総合計画,図化,2500,10.0KM2,中郷村,オリジナルサーベー,"58.7.15,58.8.31",347,,,,,,,
新潟県,鹿瀬町,都市計画,図化修正,5000,110.8KM2,鹿瀬町,オリジナルサーベー,"59.1.15,59.3.31",1213,図化修正,,,,,,
新潟県,白根市,区画整理,平板,500,0.2KM2,白根北部土地区画整理組合,都計測量社,"58.4.15,58.8.15",,,,「他～」削除,,,,
富山県,富山市,総合計画,"撮影,撮影,図化,図化修正","4000,,10000,,500,,2500","1.4KM2,281.4KM2,0.1KM2,209.1KM2",富山市,アジア航測,"58.8.1,59.5.31",385,図化修正,,,「全域」削除,,,
富山県,富山市,土地改良,"撮影,図化","8000,,1000","6.8KM2,2.0KM2",富山県土地改良事業団連合会,北陸航測,"58.10.14,59.2.20",746,,,,,,,
富山県,"八尾町,山田村",ダム計画,"撮影,図化","8000,,1000","22.0KM2,6.1KM2",富山県,セントラル航業,"58.12.1,59.3.27",1038,,,,,,,
富山県,黒部市,都市計画,"撮影,図化","12500,,2500","70.6KM2,6.1KM2",黒部市,玉野総合コンサルタント,"58.5.23,59.2.25",128,,,,,,,黒部市三日市(みっかいち/市ではない)
富山県,大門町,都市計画,"撮影,図化","12500,,2500","33.7KM2,21.6KM2",大門町,北陸航測,"58.8.20,58.12.20",420,,,,「全域」削除,,,
富山県,宇奈月町,河川計画,"撮影,図化","12500,,2500","26.5KM2,6.6KM2",北陸地建黒部工事事務所,アジア航測,"58.8.5,58.9.15",476,,,,,,,
富山県,小杉町,土地改良,図化,1000,5.9KM2,富山県富山農地林務事務所,パスコ,"58.10.27,58.12.20",,,,,「外」削除,,,
富山県,"富山市,婦中町",土地改良,図化,1000,7.5KM2,富山県富山農地林務事務所,北陸航測,"58.10.27,58.12.10",,,,,,,,
富山県,,河川管理,図化,2500,20.8KM2,北陸地建富山工事事務所,パスコ,"58.8.23,59.1.31",,,,,,「区」削除,,
富山県,福野町,都市計画,平板,500,0.2KM2,福野町,三和測量建設,"58.11.21,59.2.20",,,,地名修正,,,,
石川県,金沢市,開拓計画,基準点,2級,17point,北陸農政局河北潟干拓建設事業所,セントラル航業,"58.7.1,58.8.30",,,,「郡」削除&地名修正,,,,
石川県,七尾市,地盤沈下,水準,1級,30.0km,石川県,国際航業,"58.8.9,59.3.30",386,,,,,,,
石川県,金沢市,総合計画,"撮影,図化","4000,,500","3.0KM2,0.9KM2",金沢大学,セントラル航業,"58.6.30,58.9.30",,,,地名修正,,,,
石川県,寺井町,都市計画,"撮影,図化","12500,,2500","38.8KM2,13.3KM2",寺井町,北星測量設計,"58.7.25,59.3.10",336,,,,「全域」削除,,,
石川県,能登島町,農村総合整備,"撮影,図化","12500,,5000","113.0KM2,47.5KM2",能登島町,セントラル航業,"58.8.25,58.10.30",655,,,,「全域」削除,,,
石川県,能都町,道路台帳,"図化,図化","500,,1000","1.1KM2,4.4KM2",能都町,国際航業,"58.6.13,59.3.31",,,,,「全域」削除,,,
石川県,金沢市,施設計画,図化,500,0.3KM2,石川県,セントラル航業,"58.9.20,58.12.20",,,,地名修正,,,,
石川県,鹿島町,道路計画,図化,1000,1.2KM2,北陸地建金沢工事事務所,セントラル航業,"58.5.13,58.9.10",,,,,,,,
石川県,"尾口村,吉野谷村",砂防計画,図化,2500,4.0KM2,北陸地建金沢工事事務所,パスコ,"58.9.22,59.1.18",799,,測量地域修正,,,,,
福井県,金津町,下水道計画,水準,2級,11.0km,金津町,三和測量建設,"58.8.20,58.9.30",,,,,,,,
福井県,丸岡町,下水道計画,水準,2級,11.0km,丸岡町,第一測量,"58.6.1,58.8.31",,,,,,,,
福井県,福井市,道路台帳,"撮影,図化","4000,,500","55.5KM2,9.0KM2",福井市,三和測量建設,"58.6.25,60.11.24",262,,,,地名修正,,,
福井県,松岡町,道路台帳,"撮影,図化","4000,,500","19.1KM2,1.7KM2",松岡町,国際航業,"58.5.21,58.11.18",150,,,,,,,
福井県,三国町,道路台帳,"撮影,図化","4000,,500","45.0KM2,8.3KM2",三国町,パスコ,"58.7.6,59.2.29",348,,,,「全域」削除,,,
福井県,春江町,下水道計画,"撮影,図化","4000,,500","2.1KM2,1.3KM2",春江町,東洋設計,"58.5.26,58.7.30",,,,,,,,
福井県,"武生市,南条町,今庄町",用水路計画,"撮影,図化","7000,,1000","22.5KM2,8.8KM2",北陸農政局日野川用水農業水利事業所,内外エンジニアリング,"58.12.11,59.3.25",1040,,,,,,,
福井県,,道路台帳,"撮影,図化","8000,,1000","95.0KM2,3.8KM2",福井県,国際航業,"58.9.20,59.2.29",,,,「他～」削除,,,,
福井県,,道路台帳,"撮影,図化","8000,,1000","59.2KM2,1.9KM2",福井県,三和測量建設,"58.9.12,59.2.29",751,,,「他～」削除,,,,
福井県,福井市,道路台帳,"撮影,図化","8000,,1000","54.4KM2,2.0KM2",福井県,中央測量設計,"58.9.16,59.2.29",752,,,,地名修正,,,
福井県,"芦原町,三国町,金津町,坂井町,春江町,福井市",道路台帳,"撮影,図化","8000,,1000","101.8KM2,3.4KM2",福井県,パスコ,"58.9.20,59.2.29",753,,,,,,,
福井県,,道路台帳,"撮影,図化","8000,,1000","51.5KM2,2.0KM2",福井県,フクハラ調査設計,"58.9.20,59.2.29",,,,「他～」削除,,,,
福井県,敦賀市,都市計画,"撮影,図化修正","12500,,2500","70.0KM2,30.0KM2",敦賀市,朝日航洋,"58.6.30,58.11.30",261,図化修正,,,,,,
福井県,"敦賀市,美浜町,三方町,小浜市,大飯町",道路計画,"撮影,図化","20000,,5000","869.0KM2,112.0KM2",福井県,パスコ,"58.12.26,59.3.25",1159,,,,,,,
福井県,"福井市,勝山市",土地改良,図化修正,5000,234.5KM2,北陸農政局,セントラル航業,"58.7.26,59.8.20",384,図化修正,,「他～」削除,,,,
福井県,武生市,区画整理,平板,500,0.1KM2,武生市,三和測量建設,"58.5.8,58.5.20",,,,,「地区」削除,,,
岐阜県,徳山村,ダム計画,基準点,1級,15point,水資源開発公団徳山ダム建設所,国際航業,"58.12.1,59.2.28",,,,地名修正,,,,
岐阜県,徳山村,ダム計画,基準点,1級,21point,水資源開発公団徳山ダム建設所,国際航業,"58.11.8,59.2.5",,,,地名修正,,,,
岐阜県,,地盤沈下,水準,1級,139.0km,岐阜県,吉位測量設計,"58.10.20,58.12.31",657,,,「地域」修正,,,,
岐阜県,,河川管理,水準,1級,120.0km,中部地建木曽川上流工事事務所,"帝国コンサルタント,玉野総合コンサルタント","58.10.1,59.3.31",,,,,川,,,
岐阜県,美濃市,道路計画,路線,,4.0KM2,日本道路公団名古屋建設局白鳥工事事務所,前田設計,"59.1.27,59.3.19",,,,地名修正,,,,
岐阜県,"美濃市,郡上市",道路計画,路線,,3.2km,日本道路公団名古屋建設局白鳥工事事務所,第一復建,"58.12.9,59.3.7",,,,地名修正,,,,
